timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32
1778531945.383525,-16711,7731,54350,-45421,5402,16920,-9888,16901,-18218,30581,49672,-17788,-6035,-19821,25846,-13127,1018,8252,-20031,-1336,-7472,6849,37696,-2779,2926,-40575,24274,3220,3590,-137,8417,-13564
1778531945.420943,-1734,-47623,40121,-41876,8521,21144,-10631,20609,-16401,25651,7016,-3130,-5836,-7677,-32725,-4814,-1086,28864,6867,-2211,-6638,10544,42177,36919,7474,-8787,22379,-93,-54820,966,11864,-12849
1778531945.421943,-188,-39099,14811,5039,7308,12560,-9810,21421,-37174,19139,-2402,18346,15965,1115,-38639,-13400,-1824,35031,32835,10216,-6836,10734,40855,48801,-9330,48626,22089,-1471,-33177,4736,11773,-10657
1778531945.422943,612,-10329,-11148,20630,-7524,1168,-2697,19552,1063,14192,11972,35338,39089,8996,-25296,-8793,-1843,28806,54658,13255,-6000,9657,28641,35005,-30118,21926,20679,-294,-7197,4516,13790,-9955
1778531945.423943,5145,37502,-19976,7554,-24790,-8508,4406,14498,41571,8454,-21599,30881,38064,3117,-13886,9422,387,845,-6250,5979,-4752,13497,11957,16438,-28422,17429,17353,-2649,9112,5367,11491,-6787
1778531945.424943,14850,23781,-16953,21360,-40258,-13826,12397,4902,43435,8291,-56806,12212,19959,14,8328,21684,-662,-7797,-39192,-8669,-2111,11320,-2567,-6619,-14618,-1,19133,-3440,14439,4531,14238,-3677
1778531945.425943,17091,14378,-12896,26362,-50574,-10354,13752,2740,25790,6666,-30895,-3172,1258,-3708,6012,28852,-1818,900,-43791,-4747,1570,12421,-12516,-35636,-2567,-16635,19211,-3154,29694,3894,11610,-534
1778531945.426943,10621,30810,-17527,6051,-46189,-481,9728,4020,-26582,3225,2273,-1396,-8241,-1703,15302,25221,-3098,-27105,-4586,-9439,5718,10209,-10439,-40106,11440,-59863,20539,-4892,49935,3586,13839,4119
1778531945.468678,13125,-13026,-23707,-16339,-29694,-5137,3637,7464,-28844,-510,18155,5238,-13513,12426,50566,6195,-4108,-43846,29986,-14209,10418,5615,-5955,-19574,15833,-3608,19992,-2052,-14748,6167,12194,9311
1778531945.469678,18695,-41322,-26627,-40204,-6608,-4143,-4697,3273,-9620,-8696,28216,-2971,-19525,28281,32378,-12991,-3612,-17757,14966,6930,12135,1501,3595,3670,11564,25796,22792,-1166,-41113,5718,10260,12472
1778531945.470679,15023,-47679,-19914,-33813,16764,5749,-7231,-9708,-29024,-18340,21126,-19961,-19226,42227,-12994,-8179,-3447,9335,25867,15072,15078,-7148,5210,5604,13285,19500,22317,4070,-20362,3480,9616,15412
1778531945.471678,-3640,10107,-12288,12397,28519,12083,-2363,-24411,-15952,-29148,24858,-26218,-18169,48089,-36779,-4390,-3486,36875,5838,8502,14645,-11532,2343,1115,23817,29276,23208,8667,-20219,1274,7318,9052
1778531945.472678,-26975,19257,-8811,24194,33607,9228,4868,-30528,16139,-37842,31660,-22580,-21701,46015,-50470,-21406,-3046,55201,-2733,889,13947,-16154,-5600,11333,14256,20898,17858,9823,-6283,666,5196,-493
1778531945.473679,-31699,13999,-9543,10452,25454,4801,10372,-28398,39017,-45955,-14876,-11320,-29596,35566,-17995,-37820,-1077,16295,-36977,2422,9220,-15739,-20668,29188,-12402,-20816,13974,4747,10563,1773,1895,-4384
1778531945.474679,-29597,38085,2634,17333,17377,681,13053,-16781,52220,-49495,-56589,29,-18116,27177,21671,-19057,-1030,-27951,-47129,-15849,7209,-13274,-29165,27518,-29184,-57673,2758,-2806,53066,1923,-1092,-6391
1778531945.516312,-29245,22818,26001,16949,8482,-6223,7065,-6835,-5578,-45291,-27767,12160,14252,22058,11640,12512,641,-28437,8701,-17930,2025,-7871,-34576,10944,-16848,-452,-6369,-6861,35972,-213,-4387,-2312
1778531945.517312,-21651,-8791,47865,89,6458,-5014,-6066,1931,-38548,-40226,-2106,25221,40304,11356,12747,19234,704,-21705,37141,2298,-6498,-3995,-31881,-5196,-3866,-5396,-12805,-6370,-22496,286,-8827,-3101
1778531945.518312,3790,-57392,55590,-19176,9345,-3055,-17854,10387,-23433,-29905,-16515,21100,34556,-724,34662,15699,-1297,-18665,50403,3906,-8683,-3946,-23474,-23419,-9009,17497,-23417,-5690,-13232,3343,-11742,-3305
1778531945.519312,35445,-21310,43045,-35888,15193,-2352,-24129,20584,-23912,-23180,1093,8831,15533,-19736,24643,19778,-1501,1460,-2986,8874,-12196,-7761,-10915,-40941,-15229,39528,-28039,-5223,-21988,521,-15019,-6565
1778531945.520312,48832,-988,14562,-23977,17021,-1233,-18845,26159,-11382,-14558,37338,-995,8083,-37680,6783,19703,-1970,4197,-28566,11502,-13362,-12076,188,-41428,3235,35056,-29941,-1867,-33788,1388,-17594,-5139
1778531945.521312,41295,5621,-9463,17988,14480,1122,-12488,24350,-907,-5874,45394,3015,16499,-55204,-24348,17959,-2579,7141,-21905,11174,-12881,-15053,9523,-12512,20715,-23064,-31190,-1568,-14667,-599,-14408,-3297
1778531945.522312,24225,23027,-23874,25944,11433,1092,809,12924,16903,-1473,30858,5842,17397,-58860,-59432,15107,-701,37737,-20344,-15199,-8034,-17476,18767,30182,21474,-37710,-30001,2735,19695,-48,-14425,1114
1778531945.562897,11805,36455,-31907,8842,1084,2731,10436,864,55912,3871,-2791,-314,4852,-52254,-29709,-4762,-146,38143,3451,-13830,-5194,-15872,28006,44611,12425,-10443,-27386,4677,56253,369,-12215,719
1778531945.563897,-5253,35074,-35549,12649,-4338,2364,14230,-1661,26419,7063,-32052,-15628,-12902,-35640,14742,-36274,-2091,-3318,-305,-2387,-1979,-15574,33932,29006,5397,-28563,-24862,5454,13321,265,-9475,1848
1778531945.564898,-28795,-35541,-39610,10332,-12186,1148,10199,-703,-24896,15371,-17681,-22946,-27483,-20575,20254,-41112,-1222,-30192,39293,-9871,-2381,-8667,35882,10508,-1792,12640,-25489,7721,-3852,-300,-5350,-195
1778531945.565897,-42866,-36194,-33061,-5141,-21804,800,6774,214,-35663,24982,-14628,-19902,-36317,-7985,28827,-14888,-44,-40781,35216,9561,-4956,-4158,33962,-101,-3807,40652,-21984,8979,3473,-1971,-5484,-413
1778531945.566897,-35567,-21792,-11765,-17442,-25955,158,2943,-686,-34795,32147,-42833,-6823,-35061,-2130,18986,1614,631,-34612,-6276,19100,-5371,1658,25065,-14461,-7518,38277,-23283,3263,-33866,-2564,-1096,2234
1778531945.567898,-13182,-9013,8813,-30083,-32248,-1487,866,-6532,-6179,41834,-19020,2119,-22100,-854,10439,-8757,-1472,6654,-39962,16994,-3683,6773,12258,-23410,-12997,-18903,-22303,-7583,-39521,-1307,-517,2668
1778531945.568897,-3808,-1724,18624,-13912,-36398,938,4042,-12334,5572,47220,39579,9709,2203,119,18312,-8610,1819,33049,-51827,-7590,-41,10408,-5145,-18426,-19132,-8729,-24344,-15060,-19331,-554,285,3135
1778531945.609677,-2279,22487,14652,19026,-31853,183,6531,-16322,-2935,49622,44134,13706,18054,5889,-12358,22955,1211,18828,10517,-3707,3491,16692,-17062,-5724,-12867,-25511,-20126,-10089,29852,-2149,2090,898
1778531945.610677,2516,58576,4924,23825,-22085,478,5331,-13492,38765,43989,17242,13064,8232,10613,-53112,39342,243,14591,27910,-12213,10573,25354,-20777,-3214,3678,-38712,-15230,-1603,38603,-1721,3697,-914
1778531945.611677,14671,5965,6545,6346,-5420,1314,6301,-10717,41418,36364,13634,8407,479,17927,-35613,33343,2592,15866,29313,-21885,12063,34966,-18789,-8350,14141,5205,-9948,3120,6680,17,4137,-4933
1778531945.612677,23525,-20574,16572,9292,9347,4691,5771,-11145,5484,26760,10067,612,15259,21537,-8280,16874,2613,-754,11420,5248,14481,39298,-10085,1753,9070,37686,-3825,5069,26800,1033,3352,-4249
1778531945.613677,14326,-33055,29227,5232,24195,6644,3104,-7635,-24451,15549,-12677,5014,38942,18819,25461,-4517,4380,-7098,-6307,15240,9806,38983,-1167,24786,3156,31871,3986,4525,1616,-1182,5466,-6754
1778531945.614677,12089,-14533,29321,-8714,31597,8111,252,3553,-50331,4764,-31122,5775,43539,16356,47587,-19523,3065,-23727,-2799,15095,8890,34705,1039,34955,10167,-1313,10444,6529,-42416,2603,7101,-6141
1778531945.615677,22563,-21549,21711,-17350,31841,-1215,-5452,12609,-17995,-2806,-48272,-707,16638,15854,16533,-17771,4747,-42640,-41660,3517,1828,23617,-3072,19533,15335,14216,15425,6815,-35983,2411,5204,-4042
1778531945.616677,27294,-8028,8408,-21375,21627,-10215,-12481,20535,10014,-7325,-24173,-11510,-11298,22422,1774,-11444,6041,-21746,-25630,10022,-356,11546,-15465,-5109,3181,-39970,17160,7015,-12528,3755,7963,-1275
1778531945.655257,11442,46346,-2251,-6596,8852,-9873,-20633,20792,-94,-12070,23611,-19676,-20370,34226,12312,-27973,5426,26878,2074,-16075,-2577,-4195,-26779,-20609,-11451,-38745,20156,3642,23258,3824,5281,2468
1778531945.656256,-13778,37568,-10792,18285,757,-1668,-25235,11697,21123,-13898,23420,-14549,-23108,41616,-10093,-43298,4132,36436,46909,-27662,-4282,-16112,-36487,-30508,-12777,-2427,19981,2258,11831,3518,5199,5192
1778531945.657257,-30470,9872,-24346,17757,2706,-2489,-20343,5647,31415,-16182,7457,-4019,-22657,39921,-31383,-12282,6091,31357,48826,-1238,-4557,-20606,-35476,-28732,-6416,26146,17330,-1557,24160,2640,4895,4211
1778531945.658257,-36010,-27056,-39556,4911,8996,-3259,-10396,375,23616,-20324,33313,2658,-23295,27612,-35596,31601,4948,12146,-14052,3084,-3454,-17759,-24765,-12618,-5144,17652,16538,-8587,40326,1107,1808,1444
1778531945.659256,-39858,-12902,-47651,4588,15370,849,2657,-1948,847,-22080,40033,4450,-15798,7781,-29418,36118,5303,-19427,-32595,11130,-5891,-14972,-6435,15677,-4345,21920,16487,-16532,-12165,1033,385,8601
1778531945.660257,-40769,-22953,-36554,1663,23267,4757,16955,-4245,-46668,-29326,-5556,5958,-16747,-11915,18288,17922,1958,-25743,-37815,18267,-6388,-11940,16193,30110,-1420,20127,15316,-13632,-36318,314,1047,14086
1778531945.661257,-22498,-36964,-11241,-7571,17691,11121,18567,-3888,-38685,-31830,-35205,7607,-17658,-25818,51710,16447,1370,-6996,-800,22102,-7042,-8093,31355,18405,3558,-38143,21342,-2312,-31167,1296,-915,15422
1778531945.702544,14372,12957,15608,-11415,6686,14834,14676,-8494,-321,-34849,-33452,6959,-7864,-33505,26102,24488,-1519,-14036,5451,-15089,-6531,-11872,41301,5274,5199,-29821,26008,9337,-8431,4942,-932,7571
1778531945.703544,47557,36643,28194,-11637,-9788,9458,3918,-7911,6311,-32222,-23375,2917,20024,-34254,7002,15303,-2870,-16831,9834,-17627,-6952,-14727,39739,2527,12592,-10482,30193,12972,5219,4136,1068,-7704
1778531945.704545,51040,40636,30140,-783,-25252,-11948,-6056,-6839,19233,-27521,-10008,5265,45299,-36289,-4697,-775,-5199,5042,35902,-8639,-3312,-23360,34423,1184,7400,8957,31639,10205,910,6624,-394,-17313
1778531945.705544,40090,-6252,26272,13921,-37235,-17961,-5813,-2766,19095,-17867,-3386,4321,44674,-40022,-19908,-21830,-5825,21184,17563,-16620,-2105,-27421,26978,-5923,696,7007,33154,4304,45435,7457,1065,-14749
1778531945.706544,29027,-3003,22216,13763,-38931,-10825,805,-6213,18570,-10651,6250,-1130,19841,-40356,-14570,-45470,-6869,32062,1006,5268,-472,-27718,16937,-13083,-4022,43123,33232,2336,29307,5587,1300,-8531
1778531945.707545,15870,-14709,21173,1267,-34391,-7165,12440,-6835,21787,-1585,41299,-7655,-2423,-33269,-26267,-44980,-7857,34142,-53582,21381,1555,-25092,10541,-14502,-3315,19317,26854,1334,-16721,3176,2157,-1588
1778531945.708544,-11376,-40496,13326,-954,-23189,-3042,23280,-5592,-22961,3033,49792,-10897,1949,-22644,-36167,-9415,-7583,-4709,-38864,25410,2068,-24171,2507,-9980,-1525,-25707,22924,-1305,-22250,1824,1415,-3709
1778531945.750859,-39586,-26436,1205,271,-13558,4466,25327,-2586,-45156,6298,1161,-7986,9084,-8369,6597,12526,-8040,-38255,11209,-6533,4031,-22071,-5747,-7764,-7237,-20454,14493,-6368,-22693,247,2365,-9428
1778531945.751858,-46070,8434,-8442,-7061,-1517,3462,14249,4447,-20454,5572,-21420,-1305,-484,6744,41287,253,-5686,-30971,39450,1348,6269,-16760,-11360,155,-8806,-18401,3899,-8010,-10722,-3725,97,-11608
1778531945.752859,-29754,49619,-12072,-7538,5093,8837,-2097,8188,-813,4840,-6116,2911,-23658,17983,38164,83,-8379,-14984,38971,-15236,4837,-13979,-17317,18240,-3555,-9027,-3544,-7304,-17893,-5406,-19,-2614
1778531945.753859,-13619,14283,-6355,-5135,8683,22708,-20478,6634,24926,6551,-19976,1276,-34430,21518,24143,33785,-6067,838,-9756,-30915,4695,-11848,-22183,28865,2490,3697,-10558,-10272,12913,-5349,-1367,11818
1778531945.754858,-8140,12166,-6032,1083,14100,24120,-30175,7465,17441,6598,-40769,2681,-35868,14558,-15765,54176,-7210,20568,-8647,-1887,5771,-1100,-18787,19409,4303,47219,-13169,-6533,47198,-9172,-2327,21302
1778531945.755859,-5106,3430,-13752,6473,16192,-1594,-27717,4715,6250,8255,-23315,773,-31286,8872,-28873,29380,-7923,15852,-18693,16755,4023,9992,-12962,-3176,2953,10758,-17811,1290,10272,-10387,-1009,22356
1778531945.756859,8908,-20791,-25409,5343,20530,-21638,-17891,2665,20527,12556,9900,2793,-16883,6896,-10574,90,-8631,7969,-26356,18707,2429,28142,-8480,-13612,1993,-7635,-19780,16387,-4559,-12985,-922,17098
1778531945.798506,20094,-41063,-30177,1179,18266,-22638,-7035,2239,414,17036,31686,536,9710,9937,-20535,-17315,-6333,18331,-16466,8035,1257,45013,-6807,-16137,784,-11418,-21395,20334,-10177,-15609,-2124,10468
1778531945.799505,18035,-30856,-21818,-1248,15358,-17598,1022,-241,-30165,19810,37611,1716,28552,14514,-26472,-26700,-6659,13081,1902,21489,-1632,55008,-9293,-15712,2475,-21122,-23070,13889,-18295,-14755,-1558,2037
1778531945.800506,9532,27928,-6110,-576,14552,-10936,5792,-3066,-31473,22459,11867,-419,24481,21610,-995,-24459,-6788,-17163,54704,-17031,-2198,61051,-17209,-8347,-112,-24143,-25386,244,-21912,-16030,-1691,-6211
1778531945.801506,15612,19391,10201,-2109,9711,5673,3164,-3712,-18967,23580,5391,-746,10536,22186,18736,-18299,-7237,-27779,30578,-32050,-1353,54826,-25168,1870,-2695,6580,-29601,-9841,-19970,-10172,-81,-13770
1778531945.802505,30563,20897,19272,-859,7799,5695,-2528,-3139,18928,20018,11563,-2302,13002,18339,42742,-28235,-2698,-26851,-7798,-7241,-2866,39382,-24669,12683,-1361,36223,-33464,-9684,26107,-6156,-2039,-11814
1778531945.803506,25386,15033,24965,-1268,10327,1708,-2735,-325,26094,15752,-18047,-2224,32832,14059,41872,-32834,-3300,-14452,-47304,-3225,-3719,25428,-19506,9396,272,5448,-37862,-7304,29080,-1892,-880,-10951
1778531945.804506,4823,11249,31353,-965,12136,20457,-1384,-1492,6986,9757,-54543,286,40848,12586,-11020,-903,789,20573,-38153,5987,-4010,8206,-2742,4226,-1311,10467,-39670,-7999,5592,2675,-608,-13346
1778531945.805506,-17140,-25491,31223,1922,7721,34205,4394,-449,11230,7596,-26737,1403,15373,11489,-30954,46305,2027,34294,12483,20870,-3358,-2238,19361,2421,-733,-4956,-37169,-6977,11218,6514,-278,-19769
1778531945.846486,-28471,-52137,24644,2323,2720,15507,7798,-2814,5140,5050,9805,-881,-18342,9723,-22910,48674,2747,15083,12107,33954,-1514,-8288,41541,6927,-657,-22298,-32418,-4891,-3937,6737,402,-25113
1778531945.847486,-35704,-4564,8779,-1408,-9113,-13232,10383,-850,-11314,4645,8138,420,-35172,7249,-19777,14304,4434,2556,27286,-11408,-2744,-11534,51185,3455,-1016,-30980,-27435,781,-17283,6091,-2060,-20192
1778531945.848486,-43844,11488,-13501,-1780,-20933,-26747,14176,-1095,-20678,5418,13291,-1264,-33023,-2038,-4820,9948,3927,-4686,15020,-15115,-604,-10544,52977,-6070,152,6470,-17620,4581,-30940,2816,1103,2891
1778531945.849486,-42974,22516,-25219,141,-33449,-31030,17458,1133,-29576,4633,28411,-593,-25549,-14389,-285,21161,638,-15051,16855,-13050,-1090,-10022,38519,-11321,1777,15583,-10951,6063,-7464,2373,-1032,24914
1778531945.850486,-13805,14942,-24262,-2912,-37397,-23487,20130,1773,969,4426,28507,636,-19591,-25626,3443,6572,1251,-11497,-9399,-23383,598,-12487,20576,-10830,2630,8967,-760,13352,20186,1450,2428,39671
1778531945.851486,24401,29947,-17501,-3491,-33634,2071,16978,2730,24851,288,19293,3434,-13912,-34528,36527,-22219,1490,-11017,-51842,-3052,1211,-16973,1156,-6782,-1712,21961,4861,16211,9432,3616,3216,28753
1778531945.852486,45223,6505,-11769,-989,-23558,9585,9194,3893,15545,-4517,-13042,3335,-7036,-32565,42170,-39275,1165,-19248,-26032,22592,3265,-22418,-12462,8,-2295,1314,8279,9349,12224,6370,1939,12620
1778531945.889728,42837,-41124,-9177,3219,-6214,-27,-4720,5459,9171,-11750,-41807,1198,-4272,-28105,4175,-45831,1348,-946,4426,33811,5050,-24221,-19362,6881,251,-18415,10117,-5845,17183,10148,2532,-344
1778531945.890728,38206,-29205,-8132,8729,5575,11392,-18571,6392,1743,-17235,-25608,-1473,1991,-19432,-21877,-35610,5282,27148,55812,-1273,4741,-24523,-17317,13330,-3036,-23580,8834,-20295,-2350,14078,4500,4472
1778531945.891728,33301,-11533,-6005,5477,14622,34665,-30321,4518,-4912,-21341,-1849,-5966,23113,-8706,-38358,2092,7040,25050,32141,9631,3620,-23464,-15155,8504,-6144,4826,10481,-18419,-20468,14192,2903,14640
1778531945.892728,10382,14158,-803,-3663,14154,32037,-29250,1969,-6237,-23902,-17368,-6886,49064,-5161,-29285,23847,11445,12439,-9933,-14312,2989,-22450,-13752,562,-4760,-559,8232,-9693,-24398,16858,5239,10548
1778531945.893728,-21219,3193,4950,-3714,12943,2485,-16706,-4182,-24782,-25513,-7226,-5749,51438,-1072,4323,8608,14127,-2858,-20794,-37811,921,-23396,-13813,-5485,-1220,13198,8422,455,367,13321,2375,-6882
1778531945.894728,-42385,31041,5781,-4327,11206,-19636,-2207,-6336,-14640,-21772,36160,-844,21228,1606,4951,7516,17109,-23540,-27347,-11071,1180,-27507,-15677,-4961,3289,20770,13197,3199,5629,13720,4472,-33051
1778531945.895728,-38159,34828,8943,-7428,8961,-34832,9752,-6794,12172,-18059,39643,0,-11480,6472,2530,40185,20701,-23380,-6557,11721,-1211,-33366,-17275,-4960,4780,7328,17529,2259,1170,12037,2239,-46682
1778531945.939844,-22162,-10391,10763,-3846,10060,-39661,10567,-7149,15394,-15920,12930,1347,-15038,11732,27506,54781,20860,-2757,-17430,19783,-2467,-34781,-19762,-4014,4988,-12793,21188,6190,20855,14130,-102,-37612
1778531945.940844,-14713,-30157,17692,-391,14426,-12898,3197,-4141,15452,-13304,-1225,-423,-3298,13757,30764,15499,18308,517,17297,10587,-2762,-29737,-17405,-1508,3837,-13566,27939,11321,11794,13381,1132,-19324
1778531945.941844,-11796,-29234,23630,8934,17896,13368,-10311,-3128,370,-7270,-10378,3118,-7152,13951,15822,-23084,15764,1963,41198,33032,-2169,-20336,-15421,1804,975,-4865,32659,9793,-1812,8064,932,-652
1778531945.942844,-2089,1897,17901,19144,17709,6318,-20383,-3025,-4497,-7691,-15574,6823,-26080,11612,-5003,-30362,14057,10584,27642,-10286,-4187,-4119,-10950,2468,5169,-9215,36434,7221,-14739,5429,-27,8933
1778531945.943844,14578,-9416,6452,8710,15362,3787,-18536,-1203,-788,-4390,-21779,8698,-40220,5812,-42757,-23898,11101,12282,-8988,-34502,-3882,17701,-8206,-383,1132,12476,37576,7227,-12328,-4498,-741,13598
1778531945.944844,16641,14667,-11971,-11871,13011,28614,-4316,-817,-12576,-2852,-32913,5806,-35435,4706,-37073,-26292,9772,12536,-57819,-14813,-5719,38243,-2803,1349,-8466,16505,34936,1439,-2212,-12507,-1097,15539
1778531945.945844,9884,38575,-18768,-10383,5880,36946,17157,2458,-14589,655,-14183,3671,-22925,5605,1396,-24260,10195,10856,-23672,-11351,-6218,51012,3266,166,-13425,5821,32377,-11053,-5449,-21989,-3148,21512
1778531945.987965,9074,24538,-20846,-8583,-3085,19938,35200,1415,-3157,8662,31178,-2419,-5461,5265,7580,-21128,6048,-10619,6312,-436,-6405,56620,10063,211,-7373,-6156,24821,-22954,6456,-28025,-2039,22674
1778531945.988965,21527,-8723,-19020,-8974,-11217,-2310,39120,3030,8149,11316,33973,-10498,16384,7695,14961,-15657,5637,-24673,31020,20569,-3059,52845,24721,-375,1805,-2329,20459,-22549,18101,-30916,-4310,25093
1778531945.989965,27471,-33065,-16449,-3117,-14122,-27825,29064,4439,16038,19674,7062,-13306,35863,9130,18442,15000,3076,-15241,23982,43972,-1410,44179,35036,-1313,454,-9674,15064,-10544,5932,-29593,-5960,28652
1778531945.990965,15880,-8326,-10036,4159,-20043,-50768,11616,9800,7397,22172,14196,-11915,36301,6639,13358,55081,1042,1281,-67,-6231,-642,31466,43745,54,-1096,-8664,8728,9575,-3335,-23317,-5859,24067
1778531945.991965,-2297,-19791,-3810,12743,-22965,-31986,-6635,14552,-5449,24191,17915,-1401,18816,4588,21842,46513,-3105,11097,9852,-10530,3397,19676,44989,-890,6391,8907,6294,15222,-9653,-16510,-4380,8662
1778531945.992965,-14851,-7394,7268,26172,-21844,6902,-17241,13630,-1265,25358,-11948,2390,8513,-323,4393,6732,-8992,18896,-21585,-11050,4257,13324,37044,-332,13411,7983,4269,12657,-5448,-10292,-4144,-15689
1778531945.993965,-21626,15967,15756,8109,-19616,11315,-18093,7447,-5216,21422,-34259,-1188,20288,-4363,-34653,-3394,-13669,7942,-32227,-31665,9050,8073,16630,813,16203,4728,1661,9474,-7456,-6421,-3173,-40988
1778531945.994965,-31872,36334,15849,-19740,-15492,4996,-12846,-4662,-7843,19220,-29949,-4057,28449,-4509,-35027,13661,-22942,-310,-30984,-13463,9393,6589,-5670,4250,7112,-3,-629,6660,-7331,-5133,-2100,-50925
1778531946.029382,-40890,20693,10048,-15366,-7491,20881,-2425,-9407,-5003,13112,-12991,2700,13192,-6799,-16309,-453,-29360,1102,13093,17973,10458,3342,-24625,4589,213,1034,-6685,4555,6327,-3803,-3310,-35642
1778531946.030382,-29881,-19599,4629,-8520,-254,33472,-707,-13654,-14,9653,8439,14391,-25773,-7104,6053,-35260,-32980,-1509,58112,35294,9169,-4121,-31992,2166,-9169,-9649,-12156,929,7617,-2945,-1120,-11365
1778531946.031383,-2384,-6858,4296,-8094,6424,28509,473,-13368,9056,2976,13063,17533,-50279,-9381,29701,-46647,-37300,-12691,23606,5021,6183,-8823,-33109,-1239,-8795,-5567,-19788,-4848,2889,-3485,-438,1811
1778531946.032382,24403,-20759,6530,253,11641,17196,-4529,-13465,6601,1103,9353,12630,-41282,-10279,21250,-34395,-37317,-10412,-6763,17750,693,-14270,-27507,-2492,-9135,695,-28768,-9410,-752,-909,307,-6921
1778531946.033382,32718,-18727,6723,9850,11431,-8808,-11520,-13779,422,-1970,24948,2107,-24394,-8235,5929,-15478,-33401,-5119,-44020,-7031,-1272,-17265,-15541,-752,-9693,3644,-38347,-13180,-1146,3559,1275,-15506
1778531946.034383,34474,-14265,2960,19298,10154,-50739,-15306,-6795,-2580,-4898,33154,-6399,-11204,-7169,16405,11583,-30732,776,-18437,-40193,-3573,-17129,-8096,-3251,-13679,2527,-43113,-17316,-3141,6800,-799,-7586
1778531946.084164,32578,26013,82,28370,9301,-53532,-13966,208,-3274,-9437,-5917,-13201,-4670,-4389,5631,28559,-27086,14367,-2330,-20432,-4616,-12966,-6757,-3340,-9582,1156,-46322,-16451,-6530,9302,-2663,22921
1778531946.085164,25288,37764,-6644,2921,7226,-10507,-11615,8107,-415,-9756,-30896,-16450,3990,-1749,-19965,17713,-18256,17390,-1358,4741,-4589,-13198,-7218,-2782,9313,550,-43293,-3799,-1089,9936,-2226,51935
1778531946.086164,4013,4465,-7918,-30385,8470,11354,-6976,9058,-706,-12490,-14954,-13728,10320,839,-26166,14618,-14241,2011,23244,14885,-4458,-15427,-12371,1621,21608,-2484,-40217,12784,2762,9813,-4069,58797
1778531946.087164,-20883,1073,-7966,-22398,13257,7487,252,3581,53,-12899,-11479,-5278,13621,241,-28846,34896,-7638,-6320,22419,12543,-2927,-19254,-15650,5589,13147,-2229,-33614,27929,1264,9012,-940,39518
1778531946.088164,-30172,-12434,-11621,-7021,13968,16116,9092,1715,1878,-15235,-17008,-746,25661,1062,-2479,43305,-3818,-7288,31424,41934,-5451,-27238,-14122,6678,1564,-1070,-26472,22478,-195,10343,-1242,7125
1778531946.089164,-23103,-15318,-10540,-2985,13224,26549,20009,4051,-60,-16498,-7473,-5860,43025,541,31953,2167,-975,-8678,-23200,-3150,-7862,-34711,-9562,8265,4817,115,-18797,7202,-653,14496,1887,-13712
1778531946.090164,-14044,-30760,-9991,8221,8094,27377,27537,9559,-174,-13244,13012,-6104,48127,2326,24679,-37764,595,-3628,-50595,-32215,-9106,-39372,493,6509,11008,-1543,-10945,-6314,1118,18396,1746,-17134
1778531946.091164,-12661,-1718,-1356,15357,2840,26545,27424,16933,-1281,-10333,29085,6072,21839,630,10827,-35020,4566,1569,-24960,-18770,-12338,-38940,12540,-361,-1712,1421,-7229,-7374,-1941,27345,3286,-11973
1778531946.092164,-9123,28926,5033,20550,-3113,15704,22013,14976,-340,-7147,29760,22877,-17265,1264,6683,-18230,6608,-1925,10542,-18956,-11761,-29700,21844,-13751,-23600,145,-5558,-7478,-2533,32314,7287,-17061
1778531946.125244,5343,17542,11156,28442,-12817,-32240,7724,9226,-1672,-4046,4117,29404,-31879,3190,-5609,-19492,10643,1586,49824,-9883,-6266,-13059,28347,-17127,-24525,-1056,-4431,-9041,-391,35112,8691,-24857
1778531946.126244,13552,10717,10721,-2964,-17610,-62819,-7390,3389,-795,1627,-12869,16854,-20829,2861,-7014,-20001,16411,10055,12819,16717,-827,1830,29078,-9672,-11938,726,-3985,-13214,-283,32138,8648,-34609
1778531946.127244,9508,-1039,8838,-41104,-17007,-35324,-16855,-3980,-77,3652,-2711,1890,-10808,2894,-16696,-7846,19232,5785,2218,50160,8115,18415,30103,311,-3210,-619,-3056,-10973,2230,23536,7172,-33905
1778531946.128244,4853,-150,4884,-25145,-16949,553,-16823,-9293,-561,4926,-13836,-7200,-21712,1956,-32576,7270,22519,2012,-8919,1678,12168,29017,29603,8061,1815,-754,-1187,-6607,4827,11808,8183,-26139
1778531946.129244,8607,-31306,2581,-4373,-12497,6837,-6107,-19729,4370,5659,-34829,-13862,-37390,1239,-10588,28256,29085,-3859,-20543,-2562,14077,34148,24897,9809,6402,1617,2949,-1414,4695,-1536,9299,-9277
1778531946.130244,16947,-24161,504,605,-10006,16606,5044,-26754,6348,7090,-17697,-17999,-32946,-147,21580,47840,30063,-9745,-20988,-9386,12124,35039,17971,11784,10313,7323,9034,4206,1831,-12222,7838,9503
1778531946.170033,15715,4272,-1503,14785,-7522,24193,13221,-25931,3691,5388,14395,-15347,-12174,810,26812,35049,29267,-4176,-26120,-35257,11372,31163,3314,7264,17488,57,17909,15439,-7099,-23721,8535,29331
